identifier_file,title,host_title,abstract,date_text,date_key,date_qualifier,collection,collection_identifier,extent,form,genre,language,name,name_role,publisher,place_of_origin,subject_geographic 1,subject_geographic 2,subject_geographic 3,subject_name 1,digital_origin,subject_name 2,subject_name 3,subject_name 4,subject_name 5,subject_topical 1,subject_topical 2,subject_topical 3,subject_topical 4,project_title,repository,rights,public_note,item_type
0012_003707_000084,Geneva Arms Talks,Florida Times-Union,Representatives from the U.S. and the U.S.S.R sit at opposite ends of a long table while talking to each other over telephone. They disagree on whether to report there has been little to no progress in the Geneva arms talks.,copyright 1985,1985,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,Soviet Union,Geneva (Switzerland),,reformatted digital,,,,,International relations,United States--Foreign relations--Soviet Union,Negotiation,Summit meetings,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000085,"Let's not take any chances, Roscoe...There's no telling what those crazy Florida fans are up to!!",Florida Times-Union,A Tennessee Volunteers football fan discards her branded cheering memorabilia in the trash. Her companion has seemingly been eaten by an oversized aligator led on a leash by a Florida Gators football fan.,copyright 1985,1985,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),Sports--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Gainesville (Fla.),,,University of Florida,reformatted digital,"University of Tennessee, Knoxville",Tennessee Volunteers (Football team),Florida Gators (Football team),,Football--United States,College sports,,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000086,"Well, I'll say one thing, Gorby...If you picked Iceland to symbolize our current relations...you outdid yourself!!",Florida Times-Union,"President Ronald Reagan and Soviet Union General Secretary Mikhail Gorbachev head to their Iceland Mini-Summit location, which is an igloo out in the middle of snowy nowhere.",copyright 1986,1986,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Iceland,,,"Reagan, Ronald",reformatted digital,"Gorbachev, Mikhail Sergeevich, 1931-",,,,United States--Foreign relations--Soviet Union,International relations,Negotiation,Summit meetings,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000087,We save up for a trip of a lifetime and then spend it walking around scared of our shadows!,Florida Times-Union,"While walking through an international airport, an irate woman complains about laying low during her overseas trip. Her nervous husband tries to quiet her down. Both are wearing t-shirts reading ""I am not an American.""",copyright 1986,1986,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,Europe,Africa,,reformatted digital,,,,,International relations,International travel,Tourism,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000088,The Chernobyl incident is behind us...Let's forget it and focus on more serious matters that threaten the world...like the United States!,Florida Times-Union,"Soviet Union General Secretary Mikhail Gorbachev wears a hazmat suit and carries a gas mask and a toolkit labeled ""clean-up."" He addresses the audience regarding the Chernobyl disaster.",copyright 1986,1986,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),World politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Soviet Union,Ukraine,,"Gorbachev, Mikhail Sergeevich, 1931-",reformatted digital,,,,,"Chernobyl Nuclear Accident, Chornobylʹ, Ukraine, 1986",Soviet Union--Politics and government--1945-1991,International relations,Soviet Union--Foreign relations--United States,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000089,"Unfortunately, we'll have to dismantle yours! We can't afford two of them!",Florida Times-Union,"President Ronald Reagan instructs a scientist with a Congress lab coat to dismantle the scientist's Frankenstein's monster. Reagan's monster wears a ""Military Spending"" suit coat, while the Congress scientist's monster wears a ""Domestic Spending"" suit coat.",copyright 1986,1986,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),,,"Reagan, Ronald",reformatted digital,Frankenstein’s monster (Fictitious character),,,,Government spending policy,United States--Armed Forces--Appropriations and expenditures,"Expenditures, Public",,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000090,Making Hay in the South!,Florida Times-Union,"A jet plane designated Air Force One drops bales of hay from the cargo hold to empty fields below. Farmers dash toward the falling hay bales. A sign reads ""Southern farms.""",copyright 1986,1986,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Southern States,,,,reformatted digital,,,,,Agriculture and politics,Agriculture--United States,,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000091,The Drug Epidemic,Florida Times-Union,"A police officer with two fly swatters combats a giant swarm of flies. Some of the flies form the words ""The Drug Epidemic.""",copyright 1986,1986,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),United States--Social conditions--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),United States,,,,reformatted digital,,,,,Law enforcement,Drugs of abuse,Drug control,Drug control,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000092,Bush at the Wailing Wall!,Florida Times-Union,"Vice President George H. W. Bush puts his hands on the Western Wall, or Wailing Wall, in the historic section of Jerusalem. The wall features an emblazoned ""Bush for President.""",copyright 1986,1986,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),United States--Politics and government--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Jerusalem,Western Wall (Jerusalem),,"Bush, George, 1924-",reformatted digital,,,,,Political campaigns--United States,Presidents--United States--Election,International relations,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",,Still Image
0012_003707_000093,Day by Day Revelations of Iran Scandal,Florida Times-Union,"President Ronald Reagan and his wife Nancy lie in bed as the ceiling drips water everywhere. President Reagan assures Nancy that he will fix the leaks tomorrow, referring to the Iran-Contra Affair.",copyright 1986,1986,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),"White House (Washington, D.C.)",,"Reagan, Ronald",reformatted digital,"Reagan, Nancy, 1921-",,,,"Iran-Contra Affair, 1985-1990",International relations,United States--Foreign relations--Iran,United States--Foreign relations--Nicaragua,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
0012_003707_000094,"Well, Yes...Mr. Gorbachev, we should have an answer to your arms proposals any minute now!",Florida Times-Union,President Ronald Reagan speaks to Soviet Union General Secretary Mikhail Gorbachev over the phone. Secretary of Defense Caspar Weinberger and Secretary of State George P. Shultz arm wrestle.,copyright 1986,1986,exact,Ed Gamble Cartoon Collection,MS.3763,11 inches by 15 inches,cartoons (humorous images),International relations--Caricatures and cartoons,eng,"Gamble, Ed",Illustrator,Florida Times-Union,Jacksonville (Fla.),Washington (D.C.),"White House (Washington, D.C.)",,"Reagan, Ronald",reformatted digital,"Weinberger, Caspar W.","Shultz, George Pratt, 1920-",,,United States--Foreign relations--Soviet Union,International relations,Negotiation,,Ed Gamble Cartoon Collection,"University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Inscribed notes on the side of cartoon.,Still Image
